network_path,image_id,original_label,tmp_path,epsilon_value,smallest_sat_value,total_time,split,training
 cifar_7_1024_fgsm.onnx,9,1, image_9,0.0195,0.0234,88.46635079,test,fgsm
 cifar_7_1024_fgsm.onnx,33,1, image_33,0.0273,0.0312,253.6461365,test,fgsm
 cifar_7_1024_fgsm.onnx,13,5, image_13,0.0234,0.0351,7364.983451,test,fgsm
 cifar_7_1024_fgsm.onnx,43,6, image_43,0.0273,0.039,7613.337036,test,fgsm
 cifar_7_1024_fgsm.onnx,64,9, image_64,0.0195,0.0234,89.1098938,test,fgsm
 cifar_7_1024_fgsm.onnx,68,5, image_68,0.0078,0.0117,75.34202409,test,fgsm
 cifar_7_1024_fgsm.onnx,48,1, image_48,0.0351,0.0468,7798.968184,test,fgsm
 cifar_7_1024_fgsm.onnx,24,1, image_24,0.039,0.0546,11062.1332,test,fgsm
 cifar_7_1024_fgsm.onnx,80,6, image_80,0.0195,0.0273,5006.551414,test,fgsm
 cifar_7_1024_fgsm.onnx,97,1, image_97,0.0312,0.0351,118.895016,test,fgsm
 cifar_7_1024_fgsm.onnx,99,8, image_99,0.0234,0.0273,145.094151,test,fgsm
 cifar_7_1024_fgsm.onnx,79,8, image_79,0.0351,0.0429,6179.091138,test,fgsm
 cifar_7_1024_fgsm.onnx,14,9, image_14,0.0585,0.0858,22576.34822,test,fgsm
 cifar_7_1024_fgsm.onnx,23,6, image_23,0.0429,0.0819,32577.88563,test,fgsm
 cifar_7_1024_fgsm.onnx,60,1, image_60,0.0507,0.0897,32899.29106,test,fgsm
 cifar_7_1024_fgsm.onnx,70,8, image_70,0.0507,0.0897,32598.13421,test,fgsm
 cifar_7_1024_fgsm.onnx,46,0, image_46,0.0936,0.1482,47530.63337,test,fgsm
 cifar_7_1024_fgsm.onnx,4,5, image_4,0.0156,0.0195,109.8342907,train,fgsm
 cifar_7_1024_fgsm.onnx,5,6, image_5,0.0078,0.0117,75.3096509,train,fgsm
 cifar_7_1024_fgsm.onnx,7,6, image_7,0.0039,0.0078,90.58148408,train,fgsm
 cifar_7_1024_fgsm.onnx,45,1, image_45,0.0039,0.0078,88.8794148,train,fgsm
 cifar_7_1024_fgsm.onnx,30,6, image_30,0.0234,0.0312,4774.255262,train,fgsm
 cifar_7_1024_fgsm.onnx,50,1, image_50,0.0078,0.0117,86.82848096,train,fgsm
 cifar_7_1024_fgsm.onnx,58,9, image_58,0.0195,0.0234,89.66333485,train,fgsm
 cifar_7_1024_fgsm.onnx,59,5, image_59,0.0039,0.0078,86.9413352,train,fgsm
 cifar_7_1024_fgsm.onnx,63,0, image_63,0.0195,0.0234,95.66648865,train,fgsm
 cifar_7_1024_fgsm.onnx,66,5, image_66,0,0.0039,83.06927204,train,fgsm
 cifar_7_1024_fgsm.onnx,47,8, image_47,0.0468,0.0507,3056.243013,train,fgsm
 cifar_7_1024_fgsm.onnx,26,1, image_26,0.0429,0.0585,11903.71191,train,fgsm
 cifar_7_1024_fgsm.onnx,93,8, image_93,0.0195,0.0234,101.6423836,train,fgsm
 cifar_7_1024_fgsm.onnx,12,6, image_12,0.0351,0.0663,25404.73342,train,fgsm
 cifar_7_1024_fgsm.onnx,95,1, image_95,0.0468,0.0624,11145.32918,train,fgsm
 cifar_7_1024_fgsm.onnx,52,0, image_52,0.0546,0.078,18256.9308,train,fgsm
 cifar_7_1024_fgsm.onnx,71,8, image_71,0.0468,0.0858,33527.6954,train,fgsm
 cifar_7_1024_fgsm.onnx,75,8, image_75,0.0546,0.1209,57813.97957,train,fgsm
 cifar_7_1024_pgd.onnx,11,3, image_11,0,0.0039,84.58939648,test,pgd
 cifar_7_1024_pgd.onnx,47,4, image_47,0.0039,0.0078,100.0137639,test,pgd
 cifar_7_1024_pgd.onnx,37,7, image_37,0.0039,0.0156,7289.94053,test,pgd
 cifar_7_1024_pgd.onnx,44,7, image_44,0.0039,0.0117,3682.029617,test,pgd
 cifar_7_1024_pgd.onnx,14,9, image_14,0.0078,0.0351,21729.78548,test,pgd
 cifar_7_1024_pgd.onnx,66,8, image_66,0,0.0039,84.39941311,test,pgd
 cifar_7_1024_pgd.onnx,58,9, image_58,0.0039,0.0156,7292.835457,test,pgd
 cifar_7_1024_pgd.onnx,59,7, image_59,0.0039,0.0156,7287.817739,test,pgd
 cifar_7_1024_pgd.onnx,72,9, image_72,0.0039,0.0078,114.1478329,test,pgd
 cifar_7_1024_pgd.onnx,17,7, image_17,0.0039,0.039,28942.1159,test,pgd
 cifar_7_1024_pgd.onnx,68,5, image_68,0.0078,0.0195,10393.66044,test,pgd
 cifar_7_1024_pgd.onnx,33,1, image_33,0.0078,0.0468,32563.17579,test,pgd
 cifar_7_1024_pgd.onnx,95,0, image_95,0.0078,0.0234,10897.84326,test,pgd
 cifar_7_1024_pgd.onnx,49,9, image_49,0.0078,0.0468,32543.0336,test,pgd
 cifar_7_1024_pgd.onnx,75,8, image_75,0.0078,0.039,25332.77345,test,pgd
 cifar_7_1024_pgd.onnx,79,8, image_79,0.0078,0.0429,28954.13051,test,pgd
 cifar_7_1024_pgd.onnx,99,8, image_99,0.0078,0.0429,28947.06329,test,pgd
 cifar_7_1024_pgd.onnx,32,1, image_32,0.0117,0.0897,68785.51911,test,pgd
 cifar_7_1024_pgd.onnx,4,5, image_4,0.0039,0.0234,14498.15762,train,pgd
 cifar_7_1024_pgd.onnx,7,6, image_7,0.0078,0.0273,14515.88219,train,pgd
 cifar_7_1024_pgd.onnx,29,4, image_29,0,0.0078,3681.894256,train,pgd
 cifar_7_1024_pgd.onnx,13,5, image_13,0.0078,0.0351,21733.46255,train,pgd
 cifar_7_1024_pgd.onnx,58,9, image_58,0.0039,0.0156,7290.444682,train,pgd
 cifar_7_1024_pgd.onnx,22,5, image_22,0.0078,0.0429,28953.11984,train,pgd
 cifar_7_1024_pgd.onnx,17,8, image_17,0.0078,0.0468,32546.23059,train,pgd
 cifar_7_1024_pgd.onnx,1,7, image_1,0.0078,0.0585,43379.81415,train,pgd
 cifar_7_1024_pgd.onnx,37,7, image_37,0.0078,0.0429,28934.67832,train,pgd
 cifar_7_1024_pgd.onnx,88,6, image_88,0,0.0039,83.41482735,train,pgd
 cifar_7_1024_pgd.onnx,33,3, image_33,0.0117,0.0624,43369.82813,train,pgd
 cifar_7_1024_pgd.onnx,70,9, image_70,0.0039,0.0351,25348.32812,train,pgd
 cifar_7_1024_pgd.onnx,84,9, image_84,0.0078,0.0351,21733.91184,train,pgd
 cifar_7_1024_pgd.onnx,79,9, image_79,0.0078,0.0468,32562.04049,train,pgd
 cifar_7_1024_pgd.onnx,75,8, image_75,0.0078,0.0546,39783.14556,train,pgd
 cifar_7_1024_pgd.onnx,40,1, image_40,0.0117,0.0897,67015.59422,train,pgd
 cifar_7_1024_pgd.onnx,90,6, image_90,0.0117,0.078,57869.9446,train,pgd
 cifar_7_1024_standard.onnx,2,6, image_2,0,0.0039,86.83569503,test,standard
 cifar_7_1024_standard.onnx,6,3, image_6,0,0.0039,82.54928112,test,standard
 cifar_7_1024_standard.onnx,9,1, image_9,0.0039,0.0078,102.0151391,test,standard
 cifar_7_1024_standard.onnx,10,4, image_10,0,0.0039,82.06738019,test,standard
 cifar_7_1024_standard.onnx,13,5, image_13,0,0.0039,80.51571608,test,standard
 cifar_7_1024_standard.onnx,18,2, image_18,0,0.0039,82.38040257,test,standard
 cifar_7_1024_standard.onnx,21,0, image_21,0.0039,0.0078,88.81800818,test,standard
 cifar_7_1024_standard.onnx,3,2, image_3,0.0039,0.0117,3680.699896,test,standard
 cifar_7_1024_standard.onnx,11,3, image_11,0,0.0078,3676.531189,test,standard
 cifar_7_1024_standard.onnx,14,9, image_14,0.0039,0.0117,3680.040084,test,standard
 cifar_7_1024_standard.onnx,33,1, image_33,0.0039,0.0078,100.0690696,test,standard
 cifar_7_1024_standard.onnx,20,8, image_20,0,0.0078,3678.428825,test,standard
 cifar_7_1024_standard.onnx,37,7, image_37,0,0.0039,82.57026267,test,standard
 cifar_7_1024_standard.onnx,23,6, image_23,0.0039,0.0117,3758.583881,test,standard
 cifar_7_1024_standard.onnx,15,0, image_15,0.0039,0.0156,7290.426217,test,standard
 cifar_7_1024_standard.onnx,40,1, image_40,0.0039,0.0117,3693.122359,test,standard
 cifar_7_1024_standard.onnx,43,6, image_43,0,0.0078,3681.179902,test,standard
 cifar_7_1024_standard.onnx,54,4, image_54,0,0.0039,87.48317933,test,standard
 cifar_7_1024_standard.onnx,56,4, image_56,0,0.0039,85.98670316,test,standard
 cifar_7_1024_standard.onnx,29,7, image_29,0.0039,0.0117,5003.651326,test,standard
 cifar_7_1024_standard.onnx,59,7, image_59,0,0.0039,83.44487381,test,standard
 cifar_7_1024_standard.onnx,17,7, image_17,0.0039,0.0195,10886.66148,test,standard
 cifar_7_1024_standard.onnx,65,5, image_65,0,0.0039,84.93907762,test,standard
 cifar_7_1024_standard.onnx,50,5, image_50,0,0.0078,3678.108258,test,standard
 cifar_7_1024_standard.onnx,57,3, image_57,0,0.0078,3682.213626,test,standard
 cifar_7_1024_standard.onnx,66,8, image_66,0.0039,0.0117,3694.93489,test,standard
 cifar_7_1024_standard.onnx,60,1, image_60,0.0039,0.0156,7292.302579,test,standard
 cifar_7_1024_standard.onnx,32,1, image_32,0.0039,0.0234,14505.13143,test,standard
 cifar_7_1024_standard.onnx,49,9, image_49,0.0039,0.0195,10887.22877,test,standard
 cifar_7_1024_standard.onnx,42,9, image_42,0.0039,0.0234,14502.52847,test,standard
 cifar_7_1024_standard.onnx,81,0, image_81,0.0039,0.0117,3679.900217,test,standard
 cifar_7_1024_standard.onnx,94,2, image_94,0,0.0039,84.22446871,test,standard
 cifar_7_1024_standard.onnx,75,8, image_75,0.0039,0.0156,7293.169385,test,standard
 cifar_7_1024_standard.onnx,91,9, image_91,0.0039,0.0078,907.3230863,test,standard
 cifar_7_1024_standard.onnx,76,7, image_76,0,0.0117,7293.842535,test,standard
 cifar_7_1024_standard.onnx,92,9, image_92,0,0.0078,3678.900199,test,standard
 cifar_7_1024_standard.onnx,95,0, image_95,0.0039,0.0117,3707.637779,test,standard
 cifar_7_1024_standard.onnx,96,3, image_96,0,0.0078,3677.390262,test,standard
 cifar_7_1024_standard.onnx,97,1, image_97,0,0.0078,3678.567759,test,standard
 cifar_7_1024_standard.onnx,86,8, image_86,0.0039,0.0312,21727.11376,test,standard
 cifar_7_1024_standard.onnx,8,3, image_8,0.0039,0.0078,118.6669555,train,standard
 cifar_7_1024_standard.onnx,0,8, image_0,0.0039,0.0117,3706.429073,train,standard
 cifar_7_1024_standard.onnx,1,7, image_1,0.0039,0.0117,3696.634642,train,standard
 cifar_7_1024_standard.onnx,17,8, image_17,0,0.0039,85.8591888,train,standard
 cifar_7_1024_standard.onnx,22,5, image_22,0,0.0039,84.3408103,train,standard
 cifar_7_1024_standard.onnx,3,3, image_3,0.0039,0.0117,3680.91277,train,standard
 cifar_7_1024_standard.onnx,19,2, image_19,0.0039,0.0078,1579.578798,train,standard
 cifar_7_1024_standard.onnx,29,4, image_29,0,0.0039,87.59392095,train,standard
 cifar_7_1024_standard.onnx,30,6, image_30,0,0.0039,86.49799514,train,standard
 cifar_7_1024_standard.onnx,31,5, image_31,0,0.0039,86.15992522,train,standard
 cifar_7_1024_standard.onnx,23,1, image_23,0,0.0078,3678.932104,train,standard
 cifar_7_1024_standard.onnx,24,7, image_24,0,0.0078,3678.849591,train,standard
 cifar_7_1024_standard.onnx,12,6, image_12,0.0039,0.0156,7289.313883,train,standard
 cifar_7_1024_standard.onnx,42,0, image_42,0,0.0039,84.24079871,train,standard
 cifar_7_1024_standard.onnx,32,4, image_32,0,0.0078,3678.951614,train,standard
 cifar_7_1024_standard.onnx,47,8, image_47,0,0.0039,88.46619081,train,standard
 cifar_7_1024_standard.onnx,5,6, image_5,0.0039,0.0195,10887.45498,train,standard
 cifar_7_1024_standard.onnx,44,4, image_44,0.0039,0.0117,3735.124507,train,standard
 cifar_7_1024_standard.onnx,54,2, image_54,0,0.0078,3676.705334,train,standard
 cifar_7_1024_standard.onnx,62,7, image_62,0,0.0039,85.07325077,train,standard
 cifar_7_1024_standard.onnx,63,0, image_63,0,0.0039,83.60589433,train,standard
 cifar_7_1024_standard.onnx,37,7, image_37,0.0039,0.0195,10885.4037,train,standard
 cifar_7_1024_standard.onnx,68,3, image_68,0,0.0039,86.36323118,train,standard
 cifar_7_1024_standard.onnx,52,0, image_52,0.0039,0.0195,10884.45744,train,standard
 cifar_7_1024_standard.onnx,77,7, image_77,0,0.0039,84.67763257,train,standard
 cifar_7_1024_standard.onnx,65,6, image_65,0.0039,0.0156,7287.59318,train,standard
 cifar_7_1024_standard.onnx,49,9, image_49,0.0039,0.0234,14503.488,train,standard
 cifar_7_1024_standard.onnx,83,2, image_83,0,0.0039,86.21695805,train,standard
 cifar_7_1024_standard.onnx,71,8, image_71,0.0039,0.0156,7289.479291,train,standard
 cifar_7_1024_standard.onnx,78,8, image_78,0.0039,0.0117,3694.124418,train,standard
 cifar_7_1024_standard.onnx,92,7, image_92,0,0.0039,86.21761322,train,standard
 cifar_7_1024_standard.onnx,80,7, image_80,0,0.0078,3679.917022,train,standard
 cifar_7_1024_standard.onnx,94,4, image_94,0,0.0039,86.11438966,train,standard
 cifar_7_1024_standard.onnx,84,9, image_84,0.0039,0.0156,7293.380444,train,standard
 cifar_7_1024_standard.onnx,93,8, image_93,0.0039,0.0156,7292.345443,train,standard
 cifar_7_1024_standard.onnx,95,1, image_95,0.0039,0.0156,7290.788774,train,standard
 cifar_7_1024_standard.onnx,40,1, image_40,0.0078,0.0429,28962.77513,train,standard
 cifar_7_1024_standard.onnx,90,6, image_90,0.0039,0.0312,21713.27616,train,standard
 conv_big_fgsm.onnx,13,5, image_13,0.0039,0.0117,3683.982526,test,fgsm
 conv_big_fgsm.onnx,9,1, image_9,0.0078,0.0156,3690.924634,test,fgsm
 conv_big_fgsm.onnx,2,6, image_2,0.0078,0.0234,10890.87646,test,fgsm
 conv_big_fgsm.onnx,25,2, image_25,0.0078,0.0195,7325.83929,test,fgsm
 conv_big_fgsm.onnx,0,3, image_0,0.0078,0.0312,12162.88717,test,fgsm
 conv_big_fgsm.onnx,11,3, image_11,0.0078,0.0273,14551.97524,test,fgsm
 conv_big_fgsm.onnx,15,0, image_15,0.0078,0.0351,15769.18466,test,fgsm
 conv_big_fgsm.onnx,14,9, image_14,0.0117,0.0429,16374.39713,test,fgsm
 conv_big_fgsm.onnx,24,1, image_24,0.0117,0.039,12760.3094,test,fgsm
 conv_big_fgsm.onnx,58,9, image_58,0.0078,0.0117,302.292644,test,fgsm
 conv_big_fgsm.onnx,48,1, image_48,0.0078,0.0156,3700.021396,test,fgsm
 conv_big_fgsm.onnx,37,7, image_37,0.0039,0.0195,10897.07103,test,fgsm
 conv_big_fgsm.onnx,40,1, image_40,0.0117,0.0312,14579.3158,test,fgsm
 conv_big_fgsm.onnx,63,0, image_63,0.0078,0.0234,10890.46994,test,fgsm
 conv_big_fgsm.onnx,80,6, image_80,0.0039,0.0117,3689.290879,test,fgsm
 conv_big_fgsm.onnx,50,5, image_50,0.0117,0.0312,14551.37853,test,fgsm
 conv_big_fgsm.onnx,59,7, image_59,0.0117,0.0351,14271.22653,test,fgsm
 conv_big_fgsm.onnx,57,3, image_57,0.0117,0.0312,14777.5605,test,fgsm
 conv_big_fgsm.onnx,70,8, image_70,0.0117,0.0507,11652.18016,test,fgsm
 conv_big_fgsm.onnx,44,7, image_44,0.0195,0.0702,22730.35618,test,fgsm
 conv_big_fgsm.onnx,86,8, image_86,0.0117,0.0546,11978.46022,test,fgsm
 conv_big_fgsm.onnx,92,9, image_92,0.0078,0.0234,10889.71977,test,fgsm
 conv_big_fgsm.onnx,87,7, image_87,0.0156,0.0702,14099.09824,test,fgsm
 conv_big_fgsm.onnx,96,3, image_96,0.0117,0.0585,15990.48919,test,fgsm
 conv_big_fgsm.onnx,97,1, image_97,0.0117,0.0468,16992.37188,test,fgsm
 conv_big_fgsm.onnx,10,2, image_10,0.0039,0.0117,3689.289997,train,fgsm
 conv_big_fgsm.onnx,22,5, image_22,0.0078,0.0117,154.8505707,train,fgsm
 conv_big_fgsm.onnx,3,3, image_3,0.0117,0.0234,7653.570458,train,fgsm
 conv_big_fgsm.onnx,24,7, image_24,0,0.0078,3686.190584,train,fgsm
 conv_big_fgsm.onnx,31,5, image_31,0,0.0039,86.42831326,train,fgsm
 conv_big_fgsm.onnx,11,0, image_11,0.0078,0.0312,15160.15651,train,fgsm
 conv_big_fgsm.onnx,23,1, image_23,0.0117,0.0312,11605.70224,train,fgsm
 conv_big_fgsm.onnx,12,6, image_12,0.0156,0.0546,14741.48981,train,fgsm
 conv_big_fgsm.onnx,47,8, image_47,0.0117,0.0468,10772.76673,train,fgsm
 conv_big_fgsm.onnx,64,7, image_64,0.0039,0.0078,116.3048315,train,fgsm
 conv_big_fgsm.onnx,33,3, image_33,0.0195,0.1131,23874.16577,train,fgsm
 conv_big_fgsm.onnx,49,9, image_49,0.0156,0.0702,17548.68372,train,fgsm
 conv_big_fgsm.onnx,45,1, image_45,0.0117,0.0546,18194.85771,train,fgsm
 conv_big_fgsm.onnx,72,7, image_72,0.0078,0.0273,14527.80117,train,fgsm
 conv_big_fgsm.onnx,65,6, image_65,0.0195,0.0858,22453.95604,train,fgsm
 conv_big_fgsm.onnx,74,1, image_74,0.0156,0.0429,18816.16504,train,fgsm
 conv_big_fgsm.onnx,75,8, image_75,0.0117,0.0741,18546.48916,train,fgsm
 conv_big_fgsm.onnx,83,2, image_83,0.0156,0.0546,20508.60812,train,fgsm
 conv_big_fgsm.onnx,91,8, image_91,0.0117,0.0585,15920.41551,train,fgsm
 conv_big_fgsm.onnx,95,1, image_95,0.0156,0.0663,16258.96268,train,fgsm
 conv_big_pgd.onnx,2,6, image_2,0.0078,0.0156,3714.35392,test,pgd
 conv_big_pgd.onnx,10,4, image_10,0.0039,0.0117,3696.80986,test,pgd
 conv_big_pgd.onnx,0,3, image_0,0.0078,0.0273,14539.80819,test,pgd
 conv_big_pgd.onnx,20,8, image_20,0.0078,0.0234,10905.19034,test,pgd
 conv_big_pgd.onnx,15,0, image_15,0.0078,0.0273,14542.0191,test,pgd
 conv_big_pgd.onnx,47,4, image_47,0.0078,0.0156,3791.230507,test,pgd
 conv_big_pgd.onnx,9,1, image_9,0.0195,0.0702,22655.37612,test,pgd
 conv_big_pgd.onnx,28,6, image_28,0.0078,0.0546,16148.3863,test,pgd
 conv_big_pgd.onnx,40,1, image_40,0.0117,0.0273,11056.36728,test,pgd
 conv_big_pgd.onnx,35,7, image_35,0.0078,0.0273,14538.22715,test,pgd
 conv_big_pgd.onnx,66,8, image_66,0.0078,0.0156,3710.771664,test,pgd
 conv_big_pgd.onnx,84,8, image_84,0,0.0039,98.84849644,test,pgd
 conv_big_pgd.onnx,63,0, image_63,0.0117,0.0234,8600.12322,test,pgd
 conv_big_pgd.onnx,60,1, image_60,0.0117,0.0429,10293.6822,test,pgd
 conv_big_pgd.onnx,59,7, image_59,0.0078,0.0273,14533.30784,test,pgd
 conv_big_pgd.onnx,76,7, image_76,0.0078,0.0273,14532.21856,test,pgd
 conv_big_pgd.onnx,46,0, image_46,0.0195,0.0975,27451.25556,test,pgd
 conv_big_pgd.onnx,96,3, image_96,0.0117,0.0312,11570.23399,test,pgd
 conv_big_pgd.onnx,99,8, image_99,0.0156,0.0585,15480.40702,test,pgd
 conv_big_pgd.onnx,8,3, /image_8,0.0078,0.0156,3714.312166,train,pgd
 conv_big_pgd.onnx,4,5, /image_4,0.0117,0.0351,12152.87046,train,pgd
 conv_big_pgd.onnx,32,4, /image_32,0,0.0039,88.10221505,train,pgd
 conv_big_pgd.onnx,5,6, /image_5,0.0117,0.039,12707.46105,train,pgd
 conv_big_pgd.onnx,11,0, /image_11,0.0078,0.0273,11562.37446,train,pgd
 conv_big_pgd.onnx,23,1, /image_23,0.0078,0.0234,10912.0446,train,pgd
 conv_big_pgd.onnx,29,4, /image_29,0.0078,0.0195,7552.881868,train,pgd
 conv_big_pgd.onnx,45,1, /image_45,0.0156,0.0507,13939.52911,train,pgd
 conv_big_pgd.onnx,69,6, /image_69,0.0039,0.0078,115.7026081,train,pgd
 conv_big_pgd.onnx,58,9, /image_58,0.0078,0.0195,7311.180436,train,pgd
 conv_big_pgd.onnx,40,1, /image_40,0.0156,0.0702,17561.10427,train,pgd
 conv_big_pgd.onnx,59,5, /image_59,0.0156,0.0351,14621.3302,train,pgd
 conv_big_pgd.onnx,73,2, /image_73,0.0156,0.0507,17050.5528,train,pgd
 conv_big_pgd.onnx,96,0, /image_96,0,0.0039,85.74701619,train,pgd
 conv_big_pgd.onnx,78,8, /image_78,0.0117,0.0273,13120.10944,train,pgd
 conv_big_pgd.onnx,77,7, /image_77,0.0117,0.0546,18683.31679,train,pgd
 conv_big_pgd.onnx,83,2, /image_83,0.0117,0.0351,18119.94784,train,pgd
 conv_big_pgd.onnx,99,9, /image_99,0.0117,0.0273,10968.29313,train,pgd
 conv_big_standard.onnx,0,3, image_0,0,0.0039,88.71543241,test,standard
 conv_big_standard.onnx,2,6, image_2,0,0.0039,100.4592824,test,standard
 conv_big_standard.onnx,6,3, image_6,0,0.0039,83.31333852,test,standard
 conv_big_standard.onnx,12,4, image_12,0,0.0039,85.12190795,test,standard
 conv_big_standard.onnx,13,5, image_13,0,0.0039,85.80671787,test,standard
 conv_big_standard.onnx,11,3, image_11,0,0.0078,3684.028808,test,standard
 conv_big_standard.onnx,15,0, image_15,0,0.0078,3684.791527,test,standard
 conv_big_standard.onnx,23,6, image_23,0,0.0039,95.30788898,test,standard
 conv_big_standard.onnx,24,1, image_24,0,0.0039,89.74649954,test,standard
 conv_big_standard.onnx,9,1, image_9,0.0039,0.0156,4404.062207,test,standard
 conv_big_standard.onnx,27,0, image_27,0,0.0039,91.47711945,test,standard
 conv_big_standard.onnx,25,2, image_25,0,0.0078,788.6581125,test,standard
 conv_big_standard.onnx,14,9, image_14,0,0.0156,5043.151264,test,standard
 conv_big_standard.onnx,32,1, image_32,0.0039,0.0156,1481.007767,test,standard
 conv_big_standard.onnx,38,6, image_38,0,0.0039,87.979568,test,standard
 conv_big_standard.onnx,42,9, image_42,0,0.0039,87.7498939,test,standard
 conv_big_standard.onnx,22,1, image_22,0,0.0117,4420.764878,test,standard
 conv_big_standard.onnx,35,7, image_35,0,0.0078,3686.494642,test,standard
 conv_big_standard.onnx,48,1, image_48,0,0.0078,790.8167949,test,standard
 conv_big_standard.onnx,52,2, image_52,0,0.0039,92.47643304,test,standard
 conv_big_standard.onnx,43,6, image_43,0,0.0078,3695.810094,test,standard
 conv_big_standard.onnx,54,4, image_54,0,0.0039,89.09798884,test,standard
 conv_big_standard.onnx,55,6, image_55,0,0.0039,88.66088057,test,standard
 conv_big_standard.onnx,57,3, image_57,0,0.0039,92.82637453,test,standard
 conv_big_standard.onnx,59,7, image_59,0,0.0039,87.58889246,test,standard
